,Gold,USDINR,NIFTY50,Gold_Volume,USDINR_Volume,NIFTY50_Volume
2018-02-22,1330.5999755859375,64.8949966430664,10382.7001953125,70.0,0.0,313600.0
2018-02-23,1328.199951171875,64.95140075683594,10491.0498046875,427.0,0.0,210600.0
2018-02-26,1330.699951171875,64.7030029296875,10582.599609375,652.0,0.0,171900.0
2018-02-27,1315.5,64.78040313720703,10554.2998046875,710.0,0.0,187500.0
2018-02-28,1315.5,64.91000366210938,10492.849609375,58.0,0.0,286000.0
2018-03-01,1302.9000244140625,65.23999786376953,10458.349609375,43.0,0.0,176000.0
2018-03-02,1321.0999755859375,65.1500015258789,10458.349609375,155.0,0.0,176000.0
2018-03-05,1318.0999755859375,65.18669891357422,10358.849609375,18.0,0.0,194000.0
2018-03-06,1333.5999755859375,65.00370025634766,10249.25,18.0,0.0,222900.0
2018-03-07,1326.0,64.88999938964844,10154.2001953125,27.0,0.0,249500.0
